gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5217339840	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293890205	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Lilium	Lilium canadense		SPECIES	Lilium canadense L.	Lilium canadense		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.257893	-73.588257							2025-06-28T09:41	28	6	2025	2753239	2753239	HUMAN_OBSERVATION	iNaturalist	Observations	293890205		skylar_schell	2025-07-01T23:40:22	CC_BY_NC_4_0	Elliotte Rusty Harold	Elliotte Rusty Harold			2026-05-19T14:03:28.634Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217307118	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/292738164	Plantae	Tracheophyta	Magnoliopsida	Solanales	Solanaceae	Physalis	Physalis heterophylla		SPECIES	Physalis heterophylla Nees	Physalis heterophylla		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.248649	-73.596226							2025-06-25T09:00:24	25	6	2025	5341783	5341783	HUMAN_OBSERVATION	iNaturalist	Observations	292738164		Daniel Atha	2025-06-25T22:59:20	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:09:24.949Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217289616	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/294912289	Plantae	Tracheophyta	Liliopsida	Liliales	Liliaceae	Lilium	Lilium canadense		SPECIES	Lilium canadense L.	Lilium canadense		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.257748	-73.590446	23.0						2025-06-27T14:25:07	27	6	2025	2753239	2753239	HUMAN_OBSERVATION	iNaturalist	Observations	294912289		MassHoosier	2025-07-03T18:53:49	CC_BY_NC_4_0	wesleyy220	wesleyy220			2026-05-19T13:48:00.109Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217289297	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/292995912	Plantae	Tracheophyta	Magnoliopsida	Fagales	Myricaceae	Morella	Morella pensylvanica		SPECIES	Morella pensylvanica (Mirb.) Kartesz	Morella pensylvanica		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.257667	-73.585708	4.0						2025-06-26T15:21:26	26	6	2025	3169001	3169001	HUMAN_OBSERVATION	iNaturalist	Observations	292995912		Ryan Bardin	2025-06-26T23:13:20	CC_BY_NC_4_0	Ryan Bardin	Ryan Bardin			2026-05-19T13:45:51.841Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217288810	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/290029303	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Piptochaetium	Piptochaetium avenaceum		SPECIES	Piptochaetium avenaceum (L.) Parodi	Piptochaetium avenaceum		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.224324	-73.593706							2025-06-15T11:25:54	15	6	2025	2702469	2702469	HUMAN_OBSERVATION	iNaturalist	Observations	290029303		Patricia Butter	2025-06-16T02:17:01	CC_BY_NC_4_0	Patricia Butter	Patricia Butter			2026-05-19T13:45:55.585Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217280895	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293869307	Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae	Acer	Acer spicatum		SPECIES	Acer spicatum Lam.	Acer spicatum		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.240266	-73.567106							2025-06-29T13:13:09	29	6	2025	3189848	3189848	HUMAN_OBSERVATION	iNaturalist	Observations	293869307		Patricia Butter	2025-06-29T21:17:08	CC_BY_NC_4_0	Patricia Butter	Patricia Butter			2026-05-19T13:45:50.324Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217272065	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295825209	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae	Lonicera	Lonicera morrowii		SPECIES	Lonicera morrowii A.Gray	Lonicera morrowii		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.25517	-73.5905							2025-07-06T14:57:58	6	7	2025	5334275	5334275	HUMAN_OBSERVATION	iNaturalist	Observations	295825209		Daniel Atha	2025-07-06T21:44:46	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:47:22.091Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217269540	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293216377	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Viburnaceae	Sambucus	Sambucus canadensis		SPECIES	Sambucus canadensis L.	Sambucus canadensis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.260294	-73.577954	40.0						2025-06-21T14:26	21	6	2025	6369819	6369819	HUMAN_OBSERVATION	iNaturalist	Observations	293216377		er-birds	2025-06-27T20:46:33	CC_BY_4_0	er-birds	er-birds			2026-05-19T13:45:52.049Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217265995	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295695461	Plantae	Tracheophyta	Magnoliopsida	Cornales	Nyssaceae	Nyssa	Nyssa sylvatica		SPECIES	Nyssa sylvatica Marshall	Nyssa sylvatica		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.259009	-73.577327							2025-07-06T08:58:45	6	7	2025	5383717	5383717	HUMAN_OBSERVATION	iNaturalist	Observations	295695461		Daniel Atha	2025-07-06T14:24:34	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:45:54.691Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217264079	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295684099	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex obtusifolius		SPECIES	Rumex obtusifolius L.	Rumex obtusifolius		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.259838	-73.574686							2025-07-06T09:37:30	6	7	2025	2889011	2889011	HUMAN_OBSERVATION	iNaturalist	Observations	295684099		Daniel Atha	2025-07-06T13:40:40	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:08:19.630Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217241247	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/292878956	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Thelypteridaceae	Phegopteris	Phegopteris hexagonoptera		SPECIES	Phegopteris hexagonoptera (Michx.) Fée	Phegopteris hexagonoptera		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.238276	-73.573081							2025-06-25T14:26:12	25	6	2025	2651335	2651335	HUMAN_OBSERVATION	iNaturalist	Observations	292878956		Patricia Butter	2025-06-26T14:33:02	CC_BY_NC_4_0	Patricia Butter	Patricia Butter			2026-05-19T14:15:23.266Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217227054	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295694961	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Ostrya	Ostrya virginiana		SPECIES	Ostrya virginiana (Mill.) K.Koch	Ostrya virginiana		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.258278	-73.576779							2025-07-06T10:09:05	6	7	2025	5332289	5332289	HUMAN_OBSERVATION	iNaturalist	Observations	295694961		Daniel Atha	2025-07-06T14:22:35	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:10:00.058Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217225387	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/292999500	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris marginalis		SPECIES	Dryopteris marginalis (L.) A.Gray	Dryopteris marginalis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.256328	-73.586128	4.0						2025-06-26T15:47:52	26	6	2025	5275091	5275091	HUMAN_OBSERVATION	iNaturalist	Observations	292999500		Ryan Bardin	2025-06-26T23:33:54	CC_BY_NC_4_0	Ryan Bardin	Ryan Bardin			2026-05-19T13:31:58.809Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217225316	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/292879116	Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae	Carex	Carex crinita	brevicrinis	VARIETY	Carex crinita var. brevicrinis Fernald	Carex crinita brevicrinis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.237364	-73.571105							2025-06-25T14:56:04	25	6	2025	2725903	2725898	HUMAN_OBSERVATION	iNaturalist	Observations	292879116		Patricia Butter	2025-06-26T14:33:46	CC_BY_NC_4_0	Patricia Butter	Patricia Butter			2026-05-19T13:45:53.204Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217223155	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/292735957	Plantae	Tracheophyta	Polypodiopsida	Osmundales	Osmundaceae	Claytosmunda	Claytosmunda claytoniana		SPECIES	Osmunda claytoniana L.	Osmunda claytoniana		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.237216	-73.571197							2025-06-25T15:06:10	25	6	2025	2651329	9684539	HUMAN_OBSERVATION	iNaturalist	Observations	292735957		Daniel Atha	2025-06-25T22:47:13	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:45:52.417Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217201131	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295825057	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	Euonymus alatus		SPECIES	Euonymus alatus (Thunb.) Siebold	Euonymus alatus		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.255629	-73.589805							2025-07-06T15:00:09	6	7	2025	3169120	3169120	HUMAN_OBSERVATION	iNaturalist	Observations	295825057		Daniel Atha	2025-07-06T21:44:11	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:16:50.235Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217193098	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295828534	Plantae	Tracheophyta	Magnoliopsida	Vitales	Vitaceae	Parthenocissus	Parthenocissus quinquefolia		SPECIES	Parthenocissus quinquefolia (L.) Planch.	Parthenocissus quinquefolia		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.250467	-73.591114							2025-07-06T14:26:03	6	7	2025	3039194	3039194	HUMAN_OBSERVATION	iNaturalist	Observations	295828534		Daniel Atha	2025-07-06T21:57:03	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:45:52.348Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217179369	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/296271653	Plantae	Tracheophyta	Magnoliopsida	Ericales	Balsaminaceae	Impatiens	Impatiens capensis		SPECIES	Impatiens capensis Meerb.	Impatiens capensis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.257443	-73.589044	35.0						2025-07-08T11:33:41	8	7	2025	2891774	2891774	HUMAN_OBSERVATION	iNaturalist	Observations	296271653		wesleyy220	2025-07-08T15:35:52	CC_BY_NC_4_0	wesleyy220	wesleyy220			2026-05-19T14:03:28.303Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217169720	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295224382	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Asclepias	Asclepias tuberosa		SPECIES	Asclepias tuberosa L.	Asclepias tuberosa		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.258175	-73.587708	4.0						2025-07-04T13:10:11	4	7	2025	3170305	3170305	HUMAN_OBSERVATION	iNaturalist	Observations	295224382		Juliana Cardillo-Marsico	2025-07-04T21:34:11	CC_BY_NC_4_0	Juliana Cardillo-Marsico	Juliana Cardillo-Marsico			2026-05-19T14:09:50.826Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217165082	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295827351	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	Euonymus alatus		SPECIES	Euonymus alatus (Thunb.) Siebold	Euonymus alatus		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.252541	-73.591502							2025-07-06T14:38:04	6	7	2025	3169120	3169120	HUMAN_OBSERVATION	iNaturalist	Observations	295827351		Daniel Atha	2025-07-06T21:52:27	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:09:54.205Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217156549	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293266161	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Asclepias	Asclepias syriaca		SPECIES	Asclepias syriaca L.	Asclepias syriaca		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.248108	-73.595038	4.0						2025-06-21T11:20:02	21	6	2025	3170247	3170247	HUMAN_OBSERVATION	iNaturalist	Observations	293266161		er-birds	2025-06-28T00:58:19	CC_BY_4_0	er-birds	er-birds			2026-05-19T13:56:12.079Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217152630	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295135223	Plantae	Tracheophyta	Magnoliopsida	Celastrales	Celastraceae	Euonymus	Euonymus alatus		SPECIES	Euonymus alatus (Thunb.) Siebold	Euonymus alatus		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.252755	-73.585905	37.0						2025-07-04T11:46:16	4	7	2025	3169120	3169120	HUMAN_OBSERVATION	iNaturalist	Observations	295135223		Taro Ietaka	2025-07-04T16:22:12	CC_BY_NC_4_0	Juliana Cardillo-Marsico	Juliana Cardillo-Marsico			2026-05-19T13:45:55.973Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217144929	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/292110003	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Lysimachia	Lysimachia terrestris		SPECIES	Lysimachia terrestris (L.) Britton, Sterns & Poggenb.	Lysimachia terrestris		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.260394	-73.578186	15.0						2025-06-21T10:51	21	6	2025	3169365	3169365	HUMAN_OBSERVATION	iNaturalist	Observations	292110003		stevewalternature	2025-06-23T15:37:36	CC_BY_NC_4_0	stevewalternature	stevewalternature			2026-05-19T13:31:53.250Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217142447	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/208902938	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Papaveraceae	Chelidonium	Chelidonium majus		SPECIES	Chelidonium majus L.	Chelidonium majus		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.239997	-73.608251	8.0						2024-04-23T11:12:42	23	4	2024	5334186	5334186	HUMAN_OBSERVATION	iNaturalist	Observations	208902938		barbedani	2024-04-23T18:21:27	CC_BY_NC_4_0	barbedani	barbedani			2026-05-19T14:14:25.876Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217131071	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295828597	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	Rubus phoenicolasius		SPECIES	Rubus phoenicolasius Maxim.	Rubus phoenicolasius		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.250467	-73.591114							2025-07-06T14:25:56	6	7	2025	2995149	2995149	HUMAN_OBSERVATION	iNaturalist	Observations	295828597		Daniel Atha	2025-07-06T21:57:22	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:32:38.750Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217126081	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295823683	Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Thlaspi	Thlaspi arvense		SPECIES	Thlaspi arvense L.	Thlaspi arvense		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.248818	-73.596624							2025-07-06T15:39:51	6	7	2025	3052680	3052680	HUMAN_OBSERVATION	iNaturalist	Observations	295823683		Daniel Atha	2025-07-06T21:39:04	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:03:27.997Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217113025	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295695585	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Rumex	Rumex acetosella		SPECIES	Rumex acetosella L.	Rumex acetosella		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.259089	-73.576073							2025-07-06T09:18:05	6	7	2025	2888995	2888995	HUMAN_OBSERVATION	iNaturalist	Observations	295695585		Daniel Atha	2025-07-06T14:25:03	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:14:43.646Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217071138	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295824897	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Polystichum	Polystichum acrostichoides		SPECIES	Polystichum acrostichoides (Michx.) Schott	Polystichum acrostichoides		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.255853	-73.589483							2025-07-06T15:02:41	6	7	2025	2651098	2651098	HUMAN_OBSERVATION	iNaturalist	Observations	295824897		Daniel Atha	2025-07-06T21:43:33	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T13:58:30.212Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217069492	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/294847681	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Goodyera	Goodyera pubescens		SPECIES	Goodyera pubescens (Willd.) R.Br.	Goodyera pubescens		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.233147	-73.599258	4.0						2025-07-01T12:37:35	1	7	2025	2840768	2840768	HUMAN_OBSERVATION	iNaturalist	Observations	294847681		leahcc	2025-07-03T14:09:56	CC_BY_NC_4_0	leahcc	leahcc			2026-05-19T13:56:08.720Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217044347	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/296275899	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Podophyllum	Podophyllum peltatum		SPECIES	Podophyllum peltatum L.	Podophyllum peltatum		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.256967	-73.589538	4.0						2025-07-08T11:13:17	8	7	2025	3033839	3033839	HUMAN_OBSERVATION	iNaturalist	Observations	296275899		Dan Buckley	2025-07-08T19:40:46	CC_BY_NC_4_0	Juliana Cardillo-Marsico	Juliana Cardillo-Marsico			2026-05-19T14:00:27.182Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217032877	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293869085	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Actaea	Actaea rubra		SPECIES	Actaea rubra (Aiton) Willd.	Actaea rubra		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.240343	-73.567065							2025-06-29T12:46:55	29	6	2025	5371704	5371704	HUMAN_OBSERVATION	iNaturalist	Observations	293869085		Patricia Butter	2025-06-29T21:16:15	CC_BY_NC_4_0	Patricia Butter	Patricia Butter			2026-05-19T13:56:02.670Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217025411	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293226381	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Coronilla	Coronilla varia		SPECIES	Securigera varia (L.) Lassen	Securigera varia		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.249508	-73.590879	50.0						2025-06-21T11:20	21	6	2025	5350000	5350005	HUMAN_OBSERVATION	iNaturalist	Observations	293226381		er-birds	2025-06-27T21:31:56	CC_BY_4_0	er-birds	er-birds			2026-05-19T13:56:10.927Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217019233	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/292913288	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Krigia	Krigia biflora		SPECIES	Krigia biflora (Walter) S.F.Blake	Krigia biflora		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.229915	-73.595403	30.0						2025-06-15T14:47:35	15	6	2025	3132402	3132402	HUMAN_OBSERVATION	iNaturalist	Observations	292913288		Mark Horton-Sacha	2025-06-26T17:00:14	CC_BY_NC_4_0	Mark Horton-Sacha	Mark Horton-Sacha			2026-05-19T14:00:19.380Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5217016100	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/294134045	Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dryopteridaceae	Dryopteris	Dryopteris marginalis		SPECIES	Dryopteris marginalis (L.) A.Gray	Dryopteris marginalis		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.242133	-73.598633	4.0						2025-06-30T13:52:59	30	6	2025	5275091	5275091	HUMAN_OBSERVATION	iNaturalist	Observations	294134045		twk68	2025-06-30T19:36:17	CC_BY_NC_4_0	twk68	twk68			2026-05-19T14:10:08.400Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5216986335	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293003670	Plantae	Tracheophyta	Magnoliopsida	Aquifoliales	Aquifoliaceae	Ilex	Ilex verticillata		SPECIES	Ilex verticillata (L.) A.Gray	Ilex verticillata		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.260242	-73.577972	4.0						2025-06-26T16:25:03	26	6	2025	5414267	5414267	HUMAN_OBSERVATION	iNaturalist	Observations	293003670		Ryan Bardin	2025-06-26T23:57:48	CC_BY_NC_4_0	Ryan Bardin	Ryan Bardin			2026-05-19T13:31:55.644Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5216984518	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293266660	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae	Asclepias	Asclepias syriaca		SPECIES	Asclepias syriaca L.	Asclepias syriaca		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.248958	-73.592513	5.0						2025-06-21T12:46:44	21	6	2025	3170247	3170247	HUMAN_OBSERVATION	iNaturalist	Observations	293266660		er-birds	2025-06-28T01:01:28	CC_BY_4_0	er-birds	er-birds			2026-05-19T14:09:35.066Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5216982084	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/295827776	Plantae	Tracheophyta	Magnoliopsida	Fagales	Betulaceae	Betula	Betula lenta		SPECIES	Betula lenta L.	Betula lenta		US		New York	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	41.252481	-73.591575							2025-07-06T14:35:34	6	7	2025	5331709	5331709	HUMAN_OBSERVATION	iNaturalist	Observations	295827776		Daniel Atha	2025-07-06T21:54:03	CC0_1_0	Daniel Atha	Daniel Atha			2026-05-19T14:03:20.020Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
